"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 29 14:39:26 GMT 2021","Sun Aug 29 14:40:21 GMT 2021","55115","","supply.test.ts","","","","Supply ETH (partial supply) @partial-supply",""
