"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 29 15:07:20 GMT 2021","Sun Aug 29 15:08:12 GMT 2021","51736","","supply.test.ts","","","","Supply ETH (partial supply) @partial-supply",""
