"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 29 15:01:42 GMT 2021","Sun Aug 29 15:02:30 GMT 2021","48006","","supply.test.ts","","","","Supply ETH (partial supply) @partial-supply",""
